Assignment,Presentation,Attendance,Quiz,MidTerm,Final,CGPA
8,10,10,7,16,33,4.00
1,0,0,0,5,4,1.25
5,6,4,5,8,24,2.50
8,9,10,5,6,23,3.00
3,5,6,2,1,5,1.25
8,5,9,3,12,12,2.25
7,9,8,5,10,29,3.25
1,0,0,3,0,3,1.25
4,5,3,4,7,15,1.75
5,6,5,3,10,25,2.50
2,3,2,1,3,7,1.25
7,6,7,2,10,20,2.50
3,4,4,2,7,23,2.00
10,10,9,7,10,33,3.75
7,9,8,7,18,38,4.00
5,4,3,5,4,17,1.75
0,3,3,1,0,0,1.25
9,8,10,6,13,33,3.75
8,7,8,7,14,31,3.75
7,9,9,9,13,34,4.00
2,4,1,0,3,6,1.25
2,3,5,3,4,18,1.75
3,3,3,5,6,16,1.75
6,7,7,2,2,15,1.75
8,8,9,5,13,30,3.50
2,4,3,3,5,10,1.25
7,7,6,7,12,29,3.25
8,5,8,6,10,23,3.00
6,5,5,2,4,16,1.75
10,9,10,4,9,18,3.00
8,10,9,7,11,16,3.00
5,4,4,4,5,23,2.25
9,10,10,6,15,35,4.00
7,6,6,3,5,20,2.25
9,8,10,7,14,30,3.75
2,2,4,1,2,5,1.25
8,8,7,5,7,24,2.75
8,7,10,6,10,33,3.50
3,4,3,0,4,12,1.25
6,7,6,6,7,25,2.75
5,5,5,6,10,17,2.25
7,6,8,4,11,16,2.50
8,8,7,5,14,23,3.25
8,9,10,6,13,31,3.75
5,6,6,4,5,13,1.75
2,2,3,2,1,9,1.25
3,3,2,5,4,6,1.25
5,6,10,1,7,6,1.75
1,3,0,2,2,5,1.25
9,8,7,8,12,31,3.75
1,2,1,2,2,10,1.25
10,8,8,6,12,30,3.50
1,2,3,0,1,7,1.25
4,3,3,4,4,14,1.50
7,7,5,3,9,25,2.75
4,5,3,2,5,13,1.50
2,2,2,1,5,8,1.25
3,0,1,0,0,11,1.25
7,7,8,6,10,25,3.00
6,6,7,4,11,21,2.75
4,5,4,1,3,12,1.25
5,6,8,4,13,23,2.75
1,3,3,0,3,5,1.25
5,5,5,4,8,17,2.00
5,8,6,4,9,29,3.00
2,0,0,0,2,0,1.25
3,1,1,2,5,3,1.25
3,1,3,1,1,10,1.25
10,10,10,8,11,40,4.00
9,8,9,6,11,27,3.50
3,4,3,2,4,8,1.25
3,4,5,1,6,7,1.25
3,5,4,5,6,14,1.75
3,4,1,6,13,23,2.50
5,5,5,4,1,8,1.25
7,8,10,4,8,24,3.00
4,6,5,7,6,15,2.00
8,10,6,5,10,20,2.75
7,6,6,3,4,23,2.25
4,3,3,3,4,9,1.25
5,7,6,6,10,26,3.00
9,8,10,5,11,24,3.25
1,2,2,0,1,2,1.25
4,2,1,0,4,16,1.25
3,3,2,2,0,11,1.25
2,4,1,4,8,25,2.00
9,8,10,3,10,31,3.50
4,4,5,2,4,15,1.50
10,10,10,7,10,25,3.50
6,9,9,4,12,19,2.75
6,5,4,4,3,11,1.50
9,8,10,6,9,28,3.50
10,10,10,4,12,29,3.75
10,10,10,8,14,20,3.50
4,5,6,1,3,9,1.25
7,5,5,3,4,13,1.75
7,6,6,6,13,32,3.50
3,5,1,5,8,18,2.00
2,1,0,0,1,7,1.25
7,7,9,7,15,17,3.00
3,3,1,7,8,20,2.00
6,10,7,3,14,27,3.25
7,8,8,5,13,31,3.50
2,2,2,3,1,11,1.25
3,0,2,0,0,6,1.25
3,2,4,0,6,12,1.25
7,4,5,5,7,18,2.25
2,5,5,2,6,14,1.50
4,5,3,4,6,19,2.00
8,10,10,7,17,31,4.00
5,4,6,3,8,16,2.00
10,5,7,4,9,32,3.25
4,7,7,7,12,34,3.50
5,6,6,4,6,9,1.75
10,8,10,8,13,38,4.00
5,5,7,2,6,22,2.25
4,4,5,1,10,18,2.00
9,8,8,3,9,26,3.00
4,5,7,4,6,16,2.00
10,9,10,8,9,29,3.75
0,0,0,1,5,9,1.25
4,0,2,0,3,3,1.25
3,4,3,4,7,12,1.50
7,10,8,7,9,31,3.50
2,1,2,0,4,5,1.25
3,4,4,2,7,15,1.75
5,2,3,1,4,8,1.25
8,5,5,4,7,29,2.75
9,10,10,4,11,24,3.25
9,7,7,4,9,19,2.75
7,1,1,6,15,33,3.00
7,8,8,4,9,27,3.00
8,10,10,5,16,26,3.75
8,9,10,4,9,22,3.00
7,8,7,3,10,17,2.50
6,4,7,2,2,13,1.50
5,3,6,3,8,17,2.00
6,8,6,4,6,14,2.00
6,8,8,3,13,29,3.25
9,10,9,6,14,30,3.75
9,7,9,2,6,16,2.25
10,8,9,4,11,34,3.75
3,5,2,3,0,7,1.25
2,0,0,0,5,9,1.25
4,4,4,2,4,11,1.25
5,7,7,3,5,12,1.75
10,9,9,9,12,40,4.00
10,8,10,2,12,27,3.25
2,0,0,2,1,2,1.25
6,8,6,4,8,18,2.50
5,6,2,6,8,33,3.00
7,8,7,2,3,14,2.00
6,6,6,3,10,23,2.50
4,2,0,1,6,27,2.00
2,1,1,1,3,10,1.25
4,8,6,1,9,6,1.50
1,2,2,2,2,1,1.25
10,10,9,6,15,29,3.75
4,5,5,2,1,5,1.25
3,2,5,1,4,6,1.25
5,3,7,4,9,23,2.50
0,1,2,1,2,5,1.25
8,9,9,5,15,18,3.00
3,2,4,2,5,19,1.75
5,8,6,2,10,27,2.75
8,4,6,6,7,24,2.75
5,8,8,4,13,30,3.25
1,3,3,2,4,5,1.25
6,8,7,6,8,24,2.75
8,7,10,7,11,20,3.00
10,10,9,6,12,31,3.75
6,3,2,2,9,11,1.50
9,10,10,7,15,21,3.50
8,8,8,2,13,27,3.25
9,10,10,5,18,23,3.75
7,2,3,6,6,17,2.00
3,1,2,2,6,14,1.25
3,4,3,1,0,10,1.25
10,10,10,4,9,26,3.25
3,2,1,2,2,2,1.25
8,7,7,5,13,24,3.00
3,4,2,6,6,21,2.00
6,8,7,6,12,31,3.50
0,5,1,4,8,8,1.25
8,7,8,3,10,21,2.75
3,3,2,3,8,9,1.25
5,7,7,2,6,12,1.75
1,0,2,0,3,5,1.25
3,7,5,5,7,18,2.25
3,2,2,3,1,14,1.25
9,8,10,6,11,19,3.00
0,0,0,0,3,5,1.25
10,9,10,6,15,38,4.00
8,8,10,5,7,22,3.00
6,5,8,5,9,25,2.75
6,8,8,5,7,14,2.25
2,4,2,1,1,4,1.25
8,4,6,7,12,16,2.50
2,1,3,1,4,4,1.25
7,8,8,4,11,24,3.00
7,7,9,3,10,23,2.75
8,8,7,4,14,31,3.50
8,6,5,2,10,21,2.50
5,1,5,1,3,14,1.25
6,6,5,2,7,13,1.75
0,0,1,1,3,2,1.25
5,8,7,7,12,26,3.25
2,3,2,4,5,14,1.50
0,2,4,2,0,4,1.25
3,2,2,0,1,2,1.25
7,7,6,5,4,16,2.25
6,9,6,8,17,25,3.50
7,8,8,6,6,21,2.75
6,6,8,2,11,24,2.75
0,2,3,1,2,1,1.25
4,4,4,2,7,10,1.50
5,4,5,2,9,18,2.00
4,1,0,4,11,17,1.75
4,1,2,4,2,0,1.25
6,8,5,5,9,16,2.25
10,10,8,6,14,33,4.00
4,3,0,5,8,18,1.75
9,10,9,4,9,23,3.00
4,5,5,2,6,13,1.75
2,1,1,4,1,5,1.25
3,2,2,3,7,18,1.75
8,8,7,7,5,17,2.50
2,1,0,3,2,16,1.25
2,0,0,0,0,0,1.25
9,10,10,4,14,16,3.00
1,4,4,4,1,15,1.25
3,4,3,1,11,17,1.75
5,6,6,2,13,9,2.00
1,2,2,3,12,30,2.50
8,6,6,6,6,17,2.25
5,5,6,4,7,21,2.25
10,8,8,6,13,30,3.75
10,8,8,7,13,32,3.75
1,4,3,3,3,10,1.25
6,6,6,7,6,29,3.00
2,0,0,3,4,11,1.25
3,5,6,2,5,11,1.50
5,6,5,1,0,10,1.25
2,2,0,3,0,4,1.25
7,5,7,6,13,30,3.25
7,8,8,7,7,20,2.75
4,6,6,3,5,15,1.75
3,5,1,4,14,25,2.50
5,4,2,3,12,31,2.75
2,2,2,4,5,18,1.50
9,7,6,5,9,26,3.00
6,6,4,3,6,18,2.00
8,10,10,5,12,34,3.75
7,4,7,4,11,30,3.00
9,9,7,5,10,32,3.50
2,5,4,2,3,7,1.25
3,4,2,2,0,5,1.25
6,7,6,1,8,20,2.25
